Sample Name,Peak Number,Name,RT,Area,Height,% Area,Total Area,Int Type,RRT,Sample Base Name
DPS22010-3,14,DP-IMP-1,21.02,59134,2291,0.5565,10625163,VB,1.3250126071608672,DPS22010
DPS22010-3,15,26,0.809,366,12,0.0034,10625163,BB,0.05099596570852244,DPS22010
DPS22010-3,16,34,0.414,2182,169,0.0205,10625163,BB,0.02609682299546142,DPS22010
DPS22010-3,17,35,0.342,724,59,0.0068,10625163,BB,0.02155824508320726,DPS22010
DPS22010-3,18,36,0.109,4035,164,0.038,10625163,BB,0.006870902672718103,DPS22010
DPS22010-3,19,36,0.858,346,37,0.0033,10625163,BB,0.05408472012102874,DPS22010
DPS22010-3,20,37,0.363,5179,525,0.0487,10625163,BB,0.02288199697428139,DPS22010
DPS22011-1,1,5,0.307,416,25,0.0039,10579101,BB,0.019334928832346644,DPS22011
DPS22011-1,21,37,0.838,2951,306,0.0279,10579101,BB,0.05277742788764328,DPS22011
DPS22011-1,2,7,0.537,1709,176,0.0162,10579101,BV,0.033820380400554226,DPS22011
DPS22011-1,3,7,0.736,1797,162,0.017,10579101,VV,0.046353445018264265,DPS22011
DPS22011-1,4,7,0.971,1313,117,0.0124,10579101,VB,0.06115379770751984,DPS22011
DPS22011-1,5,10,0.185,802,58,0.0076,10579101,BB,0.011651341478775664,DPS22011
DPS22011-1,6,11,0.08,471,19,0.0045,10579101,BB,0.005038417936767855,DPS22011
DPS22011-1,7,12,0.237,444,28,0.0042,10579101,BV,0.01492631313767477,DPS22011
DPS22011-1,8,DP-IMP-3,13.036,1058,41,0.01,10579101,VV,0.821010202796322,DPS22011
DPS22011-1,9,13,0.669,728,36,0.0069,10579101,VB,0.04213376999622119,DPS22011
DPS22011-1,10,DP-IMP-2,14.349,147,9,0.0014,10579101,BB,0.9037032371835244,DPS22011
DPS22011-1,11,DP72,15.878,10501335,258812,99.2649,10579101,BV,1.0,DPS22011
DPS22011-1,12,19,0.231,2182,62,0.0206,10579101,VV,0.014548431792417181,DPS22011
DPS22011-1,13,20,0.265,1983,78,0.0187,10579101,VV,0.01668975941554352,DPS22011
DPS22011-1,14,DP-IMP-1,21.03,48676,1887,0.4601,10579101,VB,1.3244741151278498,DPS22011
DPS22011-1,15,26,0.775,260,10,0.0025,10579101,BB,0.048809673762438596,DPS22011
DPS22011-1,16,34,0.409,2306,182,0.0218,10579101,BB,0.025758911701725656,DPS22011
DPS22011-1,17,35,0.337,674,57,0.0064,10579101,BB,0.02122433555863459,DPS22011
DPS22011-1,18,36,0.109,3915,166,0.037,10579101,BB,0.006864844438846203,DPS22011
DPS22011-1,19,36,0.852,473,52,0.0045,10579101,BB,0.05365915102657765,DPS22011
DPS22011-1,20,37,0.361,5461,556,0.0516,10579101,BB,0.022735860939664943,DPS22011
DPS22011-2,1,5,0.308,351,23,0.0033,10575636,BB,0.01940891045434495,DPS22011
DPS22011-2,21,37,0.852,2973,308,0.0281,10575636,BB,0.053689583464616546,DPS22011
DPS22011-2,2,7,0.539,1736,178,0.0164,10575636,BV,0.033965593295103666,DPS22011
DPS22011-2,3,7,0.739,1805,162,0.0171,10575636,VV,0.04656878190182116,DPS22011
DPS22011-2,4,7,0.974,1347,117,0.0127,10575636,VB,0.06137752851471422,DPS22011
DPS22011-2,5,10,0.188,828,58,0.0078,10575636,BV,0.01184699729031445,DPS22011
DPS22011-2,6,11,0.061,581,21,0.0055,10575636,VB,0.0038439725250488375,DPS22011
DPS22011-2,7,12,0.243,469,28,0.0044,10575636,BV,0.015312874157161762,DPS22011
DPS22011-2,8,DP-IMP-3,13.079,1039,39,0.0098,10575636,VV,0.8241855189362909,DPS22011
DPS22011-2,9,13,0.654,756,35,0.0071,10575636,VV,0.041212426743966225,DPS22011
DPS22011-2,10,DP-IMP-2,14.333,211,9,0.002,10575636,VB,0.9032075115004097,DPS22011
DPS22011-2,11,DP72,15.869,10497140,264273,99.2578,10575636,BV,1.0,DPS22011
DPS22011-2,12,19,0.226,2329,63,0.022,10575636,VV,0.014241603125590776,DPS22011
DPS22011-2,13,20,0.29,2107,80,0.0199,10575636,VV,0.018274623479740373,DPS22011
DPS22011-2,14,DP-IMP-1,21.037,48887,1887,0.4623,10575636,VB,1.32566639359758,DPS22011
DPS22011-2,15,26,0.851,336,11,0.0032,10575636,BB,0.05362656752158296,DPS22011
DPS22011-2,16,34,0.421,2255,172,0.0213,10575636,BB,0.026529712017140335,DPS22011
DPS22011-2,17,35,0.356,717,58,0.0068,10575636,BB,0.02243367571995715,DPS22011
DPS22011-2,18,36,0.126,3825,161,0.0362,10575636,BB,0.007940008822232026,DPS22011
DPS22011-2,19,36,0.867,472,53,0.0045,10575636,BB,0.054634822610120364,DPS22011
DPS22011-2,20,37,0.375,5472,555,0.0517,10575636,BB,0.02363097863759531,DPS22011
DPS22011-3,1,5,0.316,380,24,0.0036,10574883,BB,0.019895485739469875,DPS22011
DPS22011-3,21,37,0.845,2898,304,0.0274,10574883,BB,0.053201536233709,DPS22011
DPS22011-3,2,7,0.54,1822,178,0.0172,10574883,BV,0.03399861487124599,DPS22011
DPS22011-3,3,7,0.742,1734,159,0.0164,10574883,VV,0.04671661524900837,DPS22011
DPS22011-3,4,7,0.978,1276,118,0.0121,10574883,VB,0.061575269155701065,DPS22011
DPS22011-3,5,10,0.192,845,60,0.008,10574883,BB,0.012088396398665241,DPS22011
DPS22011-3,6,11,0.105,550,21,0.0052,10574883,BB,0.006610841780520053,DPS22011
DPS22011-3,7,12,0.243,436,26,0.0041,10574883,BV,0.015299376692060693,DPS22011
DPS22011-3,8,DP-IMP-3,13.057,1042,40,0.0099,10574883,VV,0.822073915507146,DPS22011
DPS22011-3,9,13,0.663,764,38,0.0072,10574883,VV,0.04174274381414091,DPS22011
DPS22011-3,10,DP-IMP-2,14.35,280,11,0.0026,10574883,VV,0.9034817100044072,DPS22011
DPS22011-3,11,DP72,15.883,10496382,261577,99.2577,10574883,VV,1.0,DPS22011
DPS22011-3,12,19,0.268,2236,62,0.0211,10574883,VV,0.016873386639803565,DPS22011
DPS22011-3,13,20,0.296,2077,80,0.0196,10574883,VV,0.01863627778127558,DPS22011
DPS22011-3,14,DP-IMP-1,21.043,49139,1897,0.4647,10574883,VB,1.3248756532141284,DPS22011
DPS22011-3,15,26,0.781,307,11,0.0029,10574883,BB,0.04917207076748725,DPS22011
DPS22011-3,16,34,0.417,2243,171,0.0212,10574883,BB,0.026254485928351067,DPS22011
DPS22011-3,17,35,0.348,685,57,0.0065,10574883,BB,0.021910218472580748,DPS22011
DPS22011-3,18,36,0.122,3890,164,0.0368,10574883,BB,0.007681168544985205,DPS22011
DPS22011-3,19,36,0.858,464,52,0.0044,10574883,BB,0.05402002140653529,DPS22011
DPS22011-3,20,37,0.369,5431,552,0.0514,10574883,BB,0.023232386828684757,DPS22011
DPS22012-1,1,5,0.28,379,25,0.0036,10528449,BB,0.017906248001534824,DPS22012
DPS22012-1,2,7,0.494,3391,181,0.0322,10528449,BV,0.031591737545565005,DPS22012
DPS22012-1,3,7,0.914,1365,125,0.013,10528449,VB,0.05845110954786724,DPS22012
DPS22012-1,4,10,0.082,824,58,0.0078,10528449,BB,0.005243972629020912,DPS22012
DPS22012-1,5,10,0.95,660,24,0.0063,10528449,BB,0.060753341433778855,DPS22012
DPS22012-1,6,12,0.109,613,39,0.0058,10528449,BV,0.006970646543454626,DPS22012
DPS22012-1,7,DP-IMP-3,12.913,1061,42,0.0101,10528449,VV,0.825797787299354,DPS22012
DPS22012-1,8,13,0.493,829,40,0.0079,10528449,VV,0.031527786659845236,DPS22012
DPS22012-1,9,DP-IMP-2,14.24,482,23,0.0046,10528449,VB,0.9106606126494852,DPS22012
DPS22012-1,10,DP72,15.637,10449042,264603,99.2458,10528449,BS,1.0,DPS22012
DPS22012-1,11,17,0.894,2154,59,0.0205,10528449,SV,0.05717209183347189,DPS22012
DPS22012-1,12,18,0.945,1204,36,0.0114,10528449,VB,0.06043358700518002,DPS22012
DPS22012-1,13,DP-IMP-1,20.768,49658,1925,0.4717,10528449,BB,1.3281319946281256,DPS22012
DPS22012-1,14,26,0.544,612,15,0.0058,10528449,BB,0.034789281831553366,DPS22012
DPS22012-1,15,34,0.411,2198,166,0.0209,10528449,BB,0.026283814030824325,DPS22012
DPS22012-1,16,35,0.365,723,61,0.0069,10528449,BB,0.023342073287715034,DPS22012
DPS22012-1,17,36,0.786,4987,219,0.0474,10528449,BB,0.05026539617573703,DPS22012
DPS22012-1,18,37,0.439,5078,510,0.0482,10528449,BB,0.028074438830977808,DPS22012
DPS22012-1,19,37,0.924,3189,328,0.0303,10528449,BB,0.05909061840506491,DPS22012
DPS22012-2,1,5,0.283,358,24,0.0034,10612557,BB,0.018099258122281914,DPS22012
DPS22012-2,2,7,0.495,3532,186,0.0333,10612557,BV,0.03165771297006907,DPS22012
DPS22012-2,3,7,0.915,1412,127,0.0133,10612557,VB,0.058518802762854955,DPS22012
DPS22012-2,4,10,0.083,888,61,0.0084,10612557,BB,0.005308262982860067,DPS22012
DPS22012-2,5,10,0.959,703,27,0.0066,10612557,BB,0.06133282169352776,DPS22012
DPS22012-2,6,12,0.114,472,34,0.0044,10612557,BB,0.007290867229470453,DPS22012
DPS22012-2,7,DP-IMP-3,12.914,1060,42,0.01,10612557,BV,0.8259145561524687,DPS22012
DPS22012-2,8,13,0.486,847,40,0.008,10612557,VB,0.03108211818879509,DPS22012
DPS22012-2,9,DP-IMP-2,14.259,351,20,0.0033,10612557,BB,0.9119339984650806,DPS22012
DPS22012-2,10,DP72,15.636,10533633,265682,99.2563,10612557,BS,1.0,DPS22012
DPS22012-2,11,17,0.906,1865,56,0.0176,10612557,SV,0.05794320798158097,DPS22012
DPS22012-2,12,18,0.949,1093,36,0.0103,10612557,VB,0.060693271936556666,DPS22012
DPS22012-2,13,DP-IMP-1,20.771,49884,1938,0.47,10612557,BB,1.3284088002046561,DPS22012
DPS22012-2,14,26,0.587,305,11,0.0029,10612557,BB,0.03754157073420312,DPS22012
DPS22012-2,15,34,0.408,2118,162,0.02,10612557,BB,0.026093630084420567,DPS22012
DPS22012-2,16,35,0.359,725,63,0.0068,10612557,BB,0.022959836275262217,DPS22012
DPS22012-2,17,36,0.771,4959,221,0.0467,10612557,BB,0.049309286262471226,DPS22012
DPS22012-2,18,37,0.435,5077,513,0.0478,10612557,BB,0.02782041442824252,DPS22012
DPS22012-2,19,37,0.92,3277,337,0.0309,10612557,BB,0.058838577641340505,DPS22012
DPS22012-3,1,5,0.278,454,26,0.0043,10533320,BB,0.017771527200664834,DPS22012
DPS22012-3,2,7,0.496,3390,182,0.0322,10533320,BV,0.03170747299111423,DPS22012
DPS22012-3,3,7,0.917,1389,124,0.0132,10533320,VB,0.05862046921945918,DPS22012
DPS22012-3,4,10,0.086,821,57,0.0078,10533320,BB,0.005497666687975452,DPS22012
DPS22012-3,5,10,0.97,667,25,0.0063,10533320,BB,0.06200856613181614,DPS22012
DPS22012-3,6,12,0.117,578,38,0.0055,10533320,BV,0.007479383749920092,DPS22012
DPS22012-3,7,DP-IMP-3,12.911,1059,42,0.01,10533320,VV,0.8253531931215239,DPS22012
DPS22012-3,8,13,0.489,857,41,0.0081,10533320,VV,0.031259988493255765,DPS22012
DPS22012-3,9,DP-IMP-2,14.263,370,20,0.0035,10533320,VB,0.911781627565045,DPS22012
DPS22012-3,10,DP72,15.643,10454984,265005,99.2563,10533320,BS,1.0,DPS22012
DPS22012-3,11,17,0.896,2093,59,0.0199,10533320,SV,0.05727801572588378,DPS22012
DPS22012-3,12,18,0.98,941,33,0.0089,10533320,VB,0.06264782970018538,DPS22012
DPS22012-3,13,DP-IMP-1,20.776,49552,1926,0.4704,10533320,BB,1.3281339896439301,DPS22012
DPS22012-3,14,26,0.564,407,13,0.0039,10533320,BB,0.036054465256025056,DPS22012
DPS22012-3,15,34,0.417,1950,157,0.0185,10533320,BB,0.026657290800997248,DPS22012
DPS22012-3,16,35,0.368,711,61,0.0067,10533320,BB,0.02352489931598798,DPS22012
DPS22012-3,17,36,0.772,4883,222,0.0464,10533320,BB,0.04935114747810522,DPS22012
DPS22012-3,18,37,0.445,4932,503,0.0468,10533320,BB,0.02844722879243112,DPS22012
DPS22012-3,19,37,0.93,3282,337,0.0312,10533320,BB,0.0594515118583392,DPS22012
DPS22013-1,1,5,0.33,357,24,0.0037,9708576,BB,0.02082675923004102,DPS22013
DPS22013-1,21,37,0.865,2481,267,0.0256,9708576,BB,0.05459135373934995,DPS22013
DPS22013-1,2,7,0.531,1700,170,0.0175,9708576,BV,0.03351214894288419,DPS22013
DPS22013-1,3,7,0.728,1712,165,0.0176,9708576,VV,0.04594509308930261,DPS22013
DPS22013-1,4,7,0.962,1503,135,0.0155,9708576,VB,0.06071315872514989,DPS22013
DPS22013-1,5,10,0.164,611,45,0.0063,9708576,BB,0.010350268223414326,DPS22013
DPS22013-1,6,11,0.042,666,23,0.0069,9708576,BB,0.0026506784474597664,DPS22013
DPS22013-1,7,12,0.2,594,35,0.0061,9708576,BV,0.012622278321236984,DPS22013
DPS22013-1,8,DP-IMP-3,13.014,1489,58,0.0153,9708576,VV,0.8213316503628905,DPS22013
DPS22013-1,9,13,0.602,917,44,0.0094,9708576,VV,0.03799305774692332,DPS22013
DPS22013-1,10,DP-IMP-2,14.263,338,18,0.0035,9708576,VB,0.9001577784790155,DPS22013
DPS22013-1,11,DP72,15.845,9643955,254186,99.3344,9708576,BV,1.0,DPS22013
DPS22013-1,12,19,0.131,2169,61,0.0223,9708576,VV,0.008267592300410223,DPS22013
DPS22013-1,13,20,0.022,1455,48,0.015,9708576,VV,0.001388450615336068,DPS22013
DPS22013-1,14,DP-IMP-1,20.931,39629,1571,0.4082,9708576,VV,1.3209845377090565,DPS22013
DPS22013-1,15,26,0.604,259,9,0.0027,9708576,BB,0.038119280530135684,DPS22013
DPS22013-1,16,31,0.759,490,41,0.005,9708576,BB,0.04790154622909435,DPS22013
DPS22013-1,17,34,0.426,1996,139,0.0206,9708576,BB,0.02688545282423477,DPS22013
DPS22013-1,18,35,0.356,734,60,0.0076,9708576,BB,0.02246765541180183,DPS22013
DPS22013-1,19,36,0.325,1361,63,0.014,9708576,BB,0.020511202272010098,DPS22013
DPS22013-1,20,37,0.395,4158,423,0.0428,9708576,BB,0.02492899968444304,DPS22013
DPS22013-2,1,5,0.329,695,30,0.0066,10509288,BB,0.020812246963562753,DPS22013
DPS22013-2,21,37,0.869,2745,291,0.0261,10509288,BB,0.054972165991902834,DPS22013
DPS22013-2,2,7,0.532,1830,184,0.0174,10509288,BV,0.03365384615384616,DPS22013
DPS22013-2,3,7,0.728,1831,175,0.0174,10509288,VV,0.046052631578947366,DPS22013
DPS22013-2,4,7,0.962,1638,146,0.0156,10509288,VB,0.06085526315789474,DPS22013
DPS22013-2,5,10,0.158,696,49,0.0066,10509288,BB,0.009994939271255061,DPS22013
DPS22013-2,6,10,0.872,678,24,0.0065,10509288,BB,0.05516194331983806,DPS22013
DPS22013-2,7,12,0.197,605,39,0.0058,10509288,BB,0.012462044534412957,DPS22013
DPS22013-2,8,DP-IMP-3,13.008,1552,62,0.0148,10509288,BV,0.8228744939271254,DPS22013
DPS22013-2,9,13,0.602,1087,50,0.0103,10509288,VV,0.03808198380566802,DPS22013
DPS22013-2,10,DP-IMP-2,14.264,468,20,0.0045,10509288,VB,0.9023279352226721,DPS22013
DPS22013-2,11,DP72,15.808,10434633,267688,99.2896,10509288,BV,1.0,DPS22013
DPS22013-2,12,19,0.123,2233,63,0.0212,10509288,VV,0.007780870445344129,DPS22013
DPS22013-2,13,20,0.017,1522,52,0.0145,10509288,VV,0.0010754048582995953,DPS22013
DPS22013-2,14,DP-IMP-1,20.931,42960,1691,0.4088,10509288,VB,1.3240764170040487,DPS22013
DPS22013-2,15,26,0.638,289,10,0.0028,10509288,BB,0.04035931174089069,DPS22013
DPS22013-2,16,31,0.774,606,50,0.0058,10509288,BB,0.04896255060728745,DPS22013
DPS22013-2,17,34,0.546,4664,296,0.0444,10509288,BB,0.03453947368421053,DPS22013
DPS22013-2,18,35,0.361,767,64,0.0073,10509288,BB,0.02283653846153846,DPS22013
DPS22013-2,19,36,0.327,3333,149,0.0317,10509288,BB,0.020685728744939274,DPS22013
DPS22013-2,20,37,0.399,4454,457,0.0424,10509288,BB,0.025240384615384616,DPS22013
DPS22013-3,1,5,0.334,423,26,0.004,10480072,BB,0.021103178113350603,DPS22013
DPS22013-3,21,37,0.871,2738,291,0.0261,10480072,BB,0.05503253933152208,DPS22013
DPS22013-3,2,7,0.536,1757,181,0.0168,10480072,BV,0.033866178050167436,DPS22013
DPS22013-3,3,7,0.736,1883,172,0.018,10480072,VV,0.04650281165097618,DPS22013
DPS22013-3,4,7,0.97,1566,145,0.0149,10480072,VB,0.06128767296392241,DPS22013
DPS22013-3,5,10,0.176,680,49,0.0065,10480072,BB,0.011120237568711694,DPS22013
DPS22013-3,6,11,0.054,619,22,0.0059,10480072,BB,0.003411891072218361,DPS22013
DPS22013-3,7,12,0.214,567,38,0.0054,10480072,BV,0.013521197952865356,DPS22013
DPS22013-3,8,DP-IMP-3,13.031,1530,63,0.0146,10480072,VV,0.8233398622606938,DPS22013
DPS22013-3,9,13,0.616,975,45,0.0093,10480072,VV,0.038920831490490936,DPS22013
DPS22013-3,10,DP-IMP-2,14.263,310,17,0.003,10480072,VB,0.9011815252416756,DPS22013
DPS22013-3,11,DP72,15.827,10408415,267225,99.3163,10480072,BV,1.0,DPS22013
DPS22013-3,12,19,0.144,2250,64,0.0215,10480072,VV,0.009098376192582296,DPS22013
DPS22013-3,13,20,0.054,1599,52,0.0153,10480072,VV,0.003411891072218361,DPS22013
DPS22013-3,14,DP-IMP-1,20.954,42909,1688,0.4094,10480072,VB,1.3239401023567323,DPS22013
DPS22013-3,15,26,0.681,293,10,0.0028,10480072,BB,0.04302773741075378,DPS22013
DPS22013-3,16,31,0.793,602,50,0.0057,10480072,BB,0.05010425222720667,DPS22013
DPS22013-3,17,34,0.434,2115,147,0.0202,10480072,BB,0.027421494913754976,DPS22013
DPS22013-3,18,35,0.364,773,65,0.0074,10480072,BB,0.022998673153471913,DPS22013
DPS22013-3,19,36,0.331,3638,162,0.0347,10480072,BB,0.020913628609338472,DPS22013
DPS22013-3,20,37,0.401,4429,456,0.0423,10480072,BB,0.025336450369621535,DPS22013
DPS22014-1,1,5,0.324,409,25,0.0039,10549452,BB,0.020525815647766867,DPS22014
DPS22014-1,21,37,0.843,1658,185,0.0157,10549452,BB,0.05340513145391194,DPS22014
DPS22014-1,2,7,0.525,1451,147,0.0138,10549452,BV,0.03325942350332595,DPS22014
DPS22014-1,3,7,0.72,1691,153,0.016,10549452,VV,0.04561292366170415,DPS22014
DPS22014-1,4,7,0.966,1544,132,0.0146,10549452,VB,0.06119733924611973,DPS22014
DPS22014-1,5,10,0.152,977,64,0.0093,10549452,BV,0.009629394995248654,DPS22014
DPS22014-1,6,11,0.043,639,21,0.0061,10549452,VB,0.002724105163129553,DPS22014
DPS22014-1,7,12,0.195,524,34,0.005,10549452,BV,0.012353500158378208,DPS22014
DPS22014-1,8,DP-IMP-3,13.007,1345,54,0.0127,10549452,VV,0.8240101362052581,DPS22014
DPS22014-1,9,13,0.636,1179,47,0.0112,10549452,VV,0.040291415901172,DPS22014
DPS22014-1,10,DP-IMP-2,14.296,322,16,0.0031,10549452,VB,0.9056699398162812,DPS22014
DPS22014-1,11,DP72,15.785,10481569,262575,99.3565,10549452,BV,1.0,DPS22014
DPS22014-1,12,17,0.95,3139,84,0.0298,10549452,VV,0.060183718720304084,DPS22014
DPS22014-1,13,19,0.197,1751,49,0.0166,10549452,VV,0.012480202724105164,DPS22014
DPS22014-1,14,DP-IMP-1,20.937,43604,1642,0.4133,10549452,VB,1.3263858093126386,DPS22014
DPS22014-1,15,26,0.68,310,9,0.0029,10549452,BB,0.04307887234716503,DPS22014
DPS22014-1,16,34,0.377,1952,135,0.0185,10549452,BB,0.0238834336395312,DPS22014
DPS22014-1,17,35,0.351,479,44,0.0045,10549452,BB,0.022236300285080772,DPS22014
DPS22014-1,18,36,0.28,1861,85,0.0176,10549452,BB,0.017738359201773836,DPS22014
DPS22014-1,19,36,0.871,529,59,0.005,10549452,BB,0.055178967374089324,DPS22014
DPS22014-1,20,37,0.38,2519,255,0.0239,10549452,BB,0.024073487488121634,DPS22014
DPS22014-2,1,5,0.315,423,25,0.004,10535461,BB,0.01995186217380289,DPS22014
DPS22014-2,21,37,0.854,1665,185,0.0158,10535461,BB,0.054091715226754496,DPS22014
DPS22014-2,2,7,0.525,1445,146,0.0137,10535461,BV,0.033253103623004814,DPS22014
DPS22014-2,3,7,0.72,1655,151,0.0157,10535461,VV,0.045604256397263745,DPS22014
DPS22014-2,4,7,0.967,1510,129,0.0143,10535461,VB,0.06124904991132506,DPS22014
DPS22014-2,5,10,0.154,897,62,0.0085,10535461,BB,0.009754243729414745,DPS22014
DPS22014-2,6,11,0.067,616,19,0.0058,10535461,BB,0.004243729414745377,DPS22014
DPS22014-2,7,12,0.191,522,33,0.005,10535461,BV,0.012097795794274132,DPS22014
DPS22014-2,8,DP-IMP-3,13.006,1268,52,0.012,10535461,VV,0.8237902204205726,DPS22014
DPS22014-2,9,13,0.628,1090,45,0.0103,10535461,VV,0.03977704585761338,DPS22014
DPS22014-2,10,DP-IMP-2,14.318,266,17,0.0025,10535461,VB,0.9068913098555865,DPS22014
DPS22014-2,11,DP72,15.788,10468529,262733,99.3647,10535461,BV,1.0,DPS22014
DPS22014-2,12,18,0.011,2996,82,0.0284,10535461,VV,0.000696731694958196,DPS22014
DPS22014-2,13,19,0.209,1730,47,0.0164,10535461,VV,0.013237902204205725,DPS22014
DPS22014-2,14,DP-IMP-1,20.941,43045,1635,0.4086,10535461,VB,1.3263871294654166,DPS22014
DPS22014-2,15,26,0.776,297,9,0.0028,10535461,BB,0.04915125411705092,DPS22014
DPS22014-2,16,34,0.388,2032,139,0.0193,10535461,BB,0.02457562705852546,DPS22014
DPS22014-2,17,35,0.364,550,45,0.0052,10535461,BB,0.02305548517861667,DPS22014
DPS22014-2,18,36,0.297,1769,84,0.0168,10535461,BB,0.018811755763871292,DPS22014
DPS22014-2,19,36,0.882,557,58,0.0053,10535461,BB,0.05586521408664809,DPS22014
DPS22014-2,20,37,0.391,2599,261,0.0247,10535461,BB,0.024765644793514063,DPS22014
DPS22014-3,1,5,0.322,379,25,0.0036,10507543,BB,0.020393945151687885,DPS22014
DPS22014-3,21,37,0.848,1686,186,0.016,10507543,BB,0.05370827791500411,DPS22014
DPS22014-3,2,7,0.524,1442,146,0.0137,10507543,BV,0.03318766229653557,DPS22014
DPS22014-3,3,7,0.719,1671,151,0.0159,10507543,VV,0.0455380328076509,DPS22014
DPS22014-3,4,7,0.966,1525,130,0.0145,10507543,VB,0.06118183545506365,DPS22014
DPS22014-3,5,10,0.153,919,61,0.0087,10507543,BB,0.009690290708721261,DPS22014
DPS22014-3,6,11,0.067,588,20,0.0056,10507543,BB,0.004243460637152448,DPS22014
DPS22014-3,7,12,0.202,536,33,0.0051,10507543,BV,0.01279371714484768,DPS22014
DPS22014-3,8,DP-IMP-3,13.003,1343,53,0.0128,10507543,VV,0.8235480397745266,DPS22014
DPS22014-3,9,13,0.64,1162,47,0.0111,10507543,VV,0.04053454936981443,DPS22014
DPS22014-3,10,DP-IMP-2,14.308,435,20,0.0041,10507543,VB,0.9062005193489138,DPS22014
DPS22014-3,11,DP72,15.789,10439760,262373,99.3549,10507543,BV,1.0,DPS22014
DPS22014-3,12,17,0.978,2956,83,0.0281,10507543,VV,0.061941858255747675,DPS22014
DPS22014-3,13,19,0.212,2078,52,0.0198,10507543,VV,0.013427069478751028,DPS22014
DPS22014-3,14,DP-IMP-1,20.94,43308,1638,0.4122,10507543,VB,1.326239787193616,DPS22014
DPS22014-3,15,26,0.799,281,9,0.0027,10507543,BB,0.0506048514788777,DPS22014
DPS22014-3,16,34,0.383,1961,137,0.0187,10507543,BB,0.024257394388498322,DPS22014
DPS22014-3,17,35,0.361,574,44,0.0055,10507543,BB,0.02286401925391095,DPS22014
DPS22014-3,18,36,0.29,1773,84,0.0169,10507543,BB,0.01836721768319716,DPS22014
DPS22014-3,19,36,0.877,542,58,0.0052,10507543,BB,0.05554499968332383,DPS22014
DPS22014-3,20,37,0.385,2622,262,0.025,10507543,BB,0.024384064855278994,DPS22014
DPS22015-1,1,5,0.089,527,32,0.005,10549846,BB,0.005898727465535525,DPS22015
DPS22015-1,21,37,0.602,994,79,0.0094,10549846,BB,0.03989925768822906,DPS22015
DPS22015-1,2,7,0.333,1743,142,0.0165,10549846,BV,0.022070519618239665,DPS22015
DPS22015-1,3,7,0.52,947,98,0.009,10549846,VV,0.03446447507953341,DPS22015
DPS22015-1,4,7,0.772,1529,119,0.0145,10549846,VB,0.051166489925768825,DPS22015
DPS22015-1,5,9,0.387,392,27,0.0037,10549846,BV,0.025649522799575823,DPS22015
DPS22015-1,6,9,0.883,741,54,0.007,10549846,VB,0.05852332979851538,DPS22015
DPS22015-1,7,10,0.706,485,19,0.0046,10549846,BB,0.04679215270413574,DPS22015
DPS22015-1,8,11,0.862,469,31,0.0044,10549846,BV,0.05713149522799576,DPS22015
DPS22015-1,9,DP-IMP-3,12.577,1911,80,0.0181,10549846,VV,0.8335763520678685,DPS22015
DPS22015-1,10,13,0.189,1055,47,0.01,10549846,VB,0.012526511134676566,DPS22015
DPS22015-1,11,DP-IMP-2,14.277,460,26,0.0044,10549846,BV,0.9462486744432662,DPS22015
DPS22015-1,12,DP72,15.088,10474001,240609,99.2811,10549846,VV,1.0,DPS22015
DPS22015-1,13,19,0.084,1890,46,0.0179,10549846,VV,0.005567338282078473,DPS22015
DPS22015-1,14,DP-IMP-1,20.327,54019,2106,0.512,10549846,VV,1.3472295864262993,DPS22015
DPS22015-1,15,21,0.788,857,32,0.0081,10549846,VB,0.052226935312831395,DPS22015
DPS22015-1,16,26,0.968,857,15,0.0081,10549846,BB,0.06415694591728525,DPS22015
DPS22015-1,17,34,0.099,1268,98,0.012,10549846,BB,0.00656150583244963,DPS22015
DPS22015-1,18,35,0.646,3211,91,0.0304,10549846,BB,0.04281548250265112,DPS22015
DPS22015-1,19,36,0.776,657,56,0.0062,10549846,BB,0.05143160127253447,DPS22015
DPS22015-1,20,37,0.306,1832,204,0.0174,10549846,BB,0.020281018027571582,DPS22015
DPS22015-2,1,5,0.087,462,30,0.0044,10540130,BB,0.005765407554671968,DPS22015
DPS22015-2,21,37,0.599,921,78,0.0087,10540130,BB,0.03969516235917826,DPS22015
DPS22015-2,2,7,0.333,1737,141,0.0165,10540130,BV,0.022067594433399604,DPS22015
DPS22015-2,3,7,0.519,925,95,0.0088,10540130,VV,0.034393638170974156,DPS22015
DPS22015-2,4,7,0.771,1512,118,0.0143,10540130,VB,0.0510934393638171,DPS22015
DPS22015-2,5,9,0.392,393,27,0.0037,10540130,BV,0.025977468522200134,DPS22015
DPS22015-2,6,9,0.878,720,54,0.0068,10540130,VV,0.05818422796554009,DPS22015
DPS22015-2,7,10,0.715,578,21,0.0055,10540130,VB,0.04738237243207422,DPS22015
DPS22015-2,8,11,0.867,451,30,0.0043,10540130,BV,0.05745526838966203,DPS22015
DPS22015-2,9,DP-IMP-3,12.576,1884,79,0.0179,10540130,VV,0.8333996023856859,DPS22015
DPS22015-2,10,13,0.195,1100,47,0.0104,10540130,VV,0.012922465208747515,DPS22015
DPS22015-2,11,DP-IMP-2,14.28,572,28,0.0054,10540130,VV,0.9463220675944334,DPS22015
DPS22015-2,12,DP72,15.09,10465089,240576,99.288,10540130,VV,1.0,DPS22015
